h3_id,events,fatalities,latitude,longitude
836b6afffffffff,258,474,14.5616617516001,32.5424416911868
836b0afffffffff,555,857,12.1483585223381,24.7548782299698
836b0dfffffffff,94,424,14.0007392806464,26.0373025241398
836b09fffffffff,5,4,13.0175738916225,26.5572776446197
836b4bfffffffff,87,109,11.6237151699835,33.8808241759
8352b5fffffffff,57,15,15.1621933965439,36.663292389938
836b6efffffffff,883,1369,15.5618392607963,32.0782097881692
836b08fffffffff,700,6490,13.0716736986945,25.3911452934149
836a28fffffffff,169,542,9.18158450746249,28.5452803486089
83bcd4fffffffff,61,1,-26.4122502655001,31.4780367121628
832da8fffffffff,1003,515,36.9242120829548,37.9086669325879
832daefffffffff,1476,808,36.0654132497427,37.0347497666001
832dabfffffffff,517,130,36.700097878339,39.2699890054776
832d86fffffffff,406,705,33.0415036363987,37.161486000563
832d84fffffffff,1375,753,34.1181576004809,36.6729187222119
832d8cfffffffff,989,289,35.6285613282001,39.7341050150715
835f58fffffffff,316,183,10.2610918495225,-61.0861957882247
832d12fffffffff,293,1,37.3296380361171,35.1313027646562
831ec9fffffffff,1539,13,40.9365622339636,28.995716110326
832d33fffffffff,909,1,39.6169211848424,32.5803169625695
836aebfffffffff,20,8,1.60007411298689,32.6360764307656
836accfffffffff,150,39,0.67200382086203,32.0278617456019
832d61fffffffff,11511,4518,49.2555305914897,38.3598642611375
833cf1fffffffff,2260,131,23.8776661269195,90.1859295453066
833ce2fffffffff,226,25,24.953376707485,90.4907213822143
833cc2fffffffff,453,49,22.3514306953626,91.9625872059062
833cf0fffffffff,402,66,23.5439425710277,88.9958464082988
838c10fffffffff,1178,20,-6.63578006779904,106.882170844512
838c14fffffffff,215,13,-7.37042443286421,107.628712669431
833d30fffffffff,939,42,33.0157394533218,75.5131114313878
833cedfffffffff,448,4,26.9395492043747,94.4429646994101
8360a0fffffffff,179,2,15.8679999415553,77.8311988903123
8360b1fffffffff,224,1,18.0563321440009,78.2926809345318
836084fffffffff,169,2,17.6708879015402,77.2354701420665
833cb6fffffffff,32,9,20.6205434035379,79.8489491287866
836083fffffffff,43,3,19.0492880329246,75.5964627742792
833cf2fffffffff,926,28,22.4560731321947,88.6996426478033
833c10fffffffff,78,7,26.0551166692256,84.2696191088536
833c85fffffffff,64,1,22.1311626100461,84.3287332411464
83404dfffffffff,279,427,24.6208958382614,97.1144078737316
833ccafffffffff,2808,2728,22.1797598344554,95.2480626479206
83649dfffffffff,919,955,19.4663454448735,96.6744424053002
836489fffffffff,64,19,17.7505179577961,93.9741272311608
83406bfffffffff,201,95,23.8261263834624,97.9950350417065
833cd8fffffffff,183,134,20.78097525468,93.7284590661838
8364aefffffffff,316,436,15.5752397943832,97.7489801344494
83648efffffffff,840,1081,18.3545930774599,96.3500408180659
833cd9fffffffff,2292,2755,21.084659101988,94.9260078874347
836499fffffffff,192,320,20.2798343169659,95.8024490731519
83648afffffffff,466,606,19.1718044285583,95.4803248783142
836481fffffffff,674,497,17.5300421337177,97.2151196488044
836498fffffffff,201,285,20.5701881912225,97.0011399140697
832092fffffffff,235,232,33.8721730579233,69.5875179408168
8342e5fffffffff,1251,15,25.7538627562714,68.2827893674794
834254fffffffff,1441,48,27.8571922473968,68.30739360668
8342e1fffffffff,658,4,25.2108663534772,69.3327159583272
